name,symbol,quotedate,currentPrice,changeValue,changePercent,previousClose,open,volume,dayMinPrice,dayMaxPrice,priceToEarnings,marketCap,averageVolume,yearMinPrice,yearMaxPrice,dividendValue,earningsPerShare,dividendYield,currentPriceRank,changeValueRank,changePercentRank,volumeRank,priceToEarningsRank,marketCapRank,averageVolumeRank,yearMinPriceRank,yearMaxPriceRank,dividendValueRank,earningsPerShareRank,dividendYieldRank,currentPriceValue,changeValueValue,changePercentValue,volumeValue,priceToEarningsValue,marketCapValue,averageVolumeValue,yearMinPriceValue,yearMaxPriceValue,dividendValueValue,earningsPerShareValue,dividendYieldValue
EXULT INC DEL,EXLT,2003-11-19 12:00:00.0,7.7000,0.0100,0.1300,7.6900,7.7300,276265.0300,7.6900,7.8000,59.4600,828902210.0000,1114045.0000,2.1600,10.8300,0.0000,-0.0200,0.0000,9.0000,7.0000,6.0000,3.0000,1.0000,5.0000,2.0000,10.0000,9.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,9.0000,6.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000
PRIMA ENERGY CORP,PENG,2003-11-19 12:00:00.0,27.9200,-0.0800,-0.2900,28.0000,28.0100,3462.0000,27.6500,28.2500,18.5400,356910816.0000,30904.5000,18.0200,29.2400,0.0000,1.5100,0.0000,4.0000,8.0000,8.0000,10.0000,5.0000,7.0000,9.0000,4.0000,4.0000,10.0000,3.0000,10.0000,7.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,7.0000,10.0000,10.0000,10.0000
MEDALLION FINL CORP,TAXI,2003-11-19 12:00:00.0,8.4000,0.1400,1.6900,8.2600,8.2700,6708.0000,8.1800,8.5000,62.6900,153270400.0000,68040.5000,3.1800,8.9900,0.2000,-0.0400,2.4000,9.0000,4.0000,2.0000,9.0000,1.0000,10.0000,8.0000,9.0000,9.0000,4.0000,8.0000,2.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,7.0000
CARREKER CORP,CANI,2003-11-19 12:00:00.0,12.9100,0.1600,1.2500,12.7600,12.7500,113251.6700,12.7500,12.9700,0.0000,307269760.0000,205727.0000,2.0100,13.0600,0.0000,-2.1500,0.0000,8.0000,4.0000,3.0000,5.0000,10.0000,8.0000,6.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
FINISAR,FNSR,2003-11-19 12:00:00.0,3.5900,0.0600,1.7000,3.5300,3.5900,1965388.6000,3.5000,3.6700,0.0000,763479420.0000,5444772.0000,0.7100,4.2700,0.0000,-0.8300,0.0000,10.0000,5.0000,2.0000,1.0000,10.0000,5.0000,1.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000
COMMERCIAL BANKSHARES,CLBK,2003-11-19 12:00:00.0,31.4400,-0.1200,-0.3700,31.5600,31.5600,343.0000,31.4400,31.5600,15.2200,145597776.0000,2836.0000,23.1900,36.5100,0.6400,2.0700,2.0300,3.0000,9.0000,8.0000,10.0000,6.0000,10.0000,10.0000,3.0000,3.0000,3.0000,2.0000,3.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,6.0000,8.0000,8.0000,8.0000
LAKELAND BANCORP INC,LBAI,2003-11-19 12:00:00.0,15.5000,0.1500,0.9800,15.3500,15.3700,4952.0000,15.3700,15.6700,15.5400,247290496.0000,21818.0000,14.5100,18.9000,0.4000,1.0000,2.5900,7.0000,4.0000,3.0000,9.0000,6.0000,8.0000,9.0000,5.0000,7.0000,4.0000,5.0000,2.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,10.0000,10.0000,7.0000
UNITED BANKSHARES IN,UBSI,2003-11-19 12:00:00.0,29.5200,-0.0300,-0.1000,29.5500,29.8400,27204.0000,29.4100,29.8400,13.7300,1266942980.0000,78977.0000,26.5800,31.6100,1.0000,2.1500,3.3900,4.0000,7.0000,7.0000,7.0000,7.0000,4.0000,8.0000,2.0000,4.0000,2.0000,2.0000,2.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,5.0000,6.0000,6.0000,8.0000,5.0000
FREDS INC,FRED,2003-11-19 12:00:00.0,32.6900,-0.2600,-0.7900,32.9500,32.9100,143140.6700,32.2500,33.2000,41.9600,1279143170.0000,402609.0000,14.7500,38.7300,0.0800,0.7800,0.2400,3.0000,9.0000,9.0000,4.0000,2.0000,4.0000,4.0000,5.0000,3.0000,5.0000,6.0000,5.0000,6.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,8.0000,5.0000,10.0000,10.0000,10.0000
HUMBOLDT BANCORP,HBEK,2003-11-19 12:00:00.0,17.3600,-0.0300,-0.1700,17.3900,17.2300,2400.0000,17.2200,17.3600,7.3600,210261440.0000,36222.5000,10.0300,17.4800,0.1200,2.3600,0.6900,7.0000,7.0000,7.0000,10.0000,8.0000,9.0000,9.0000,7.0000,7.0000,5.0000,2.0000,4.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,7.0000,10.0000
UNION BANKSHARES CORP,UBSH,2003-11-19 12:00:00.0,30.6300,0.3700,1.2200,30.2600,30.4200,2753.0000,30.2000,30.8600,14.2300,233020800.0000,7572.5000,23.2600,34.2500,0.9300,2.1500,2.0300,4.0000,2.0000,3.0000,10.0000,7.0000,9.0000,10.0000,3.0000,3.0000,2.0000,2.0000,3.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,6.0000,6.0000,8.0000,8.0000
BRIDGFORD FOODS CORP,BRID,2003-11-19 12:00:00.0,7.9000,-0.0200,-0.2400,7.9200,7.8800,900.0000,7.8800,8.0700,0.0000,81290336.0000,5500.0000,6.4500,12.3000,0.1200,-0.1000,1.5200,9.0000,7.0000,7.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,5.0000,8.0000,3.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000
LINEAR TECHNOLOGY CO,LLTC,2003-11-19 12:00:00.0,40.9900,0.0200,0.0600,40.9700,41.5500,2299656.8000,40.4600,41.6000,51.8100,12817516500.0000,5136727.0000,24.7600,44.8000,0.2400,0.7900,0.5900,2.0000,6.0000,6.0000,1.0000,1.0000,1.0000,1.0000,2.0000,2.0000,4.0000,6.0000,5.0000,4.0000,10.0000,10.0000,6.0000,6.0000,7.0000,5.0000,5.0000,4.0000,10.0000,10.0000,10.0000
CORVIS CORP,CORV,2003-11-19 12:00:00.0,1.3400,0.0100,0.7500,1.3300,1.3300,1252539.9000,1.3300,1.3600,0.0000,543100740.0000,10070000.0000,0.4700,2.0900,0.0000,-0.9600,0.0000,10.0000,7.0000,4.0000,1.0000,10.0000,6.0000,1.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,3.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CAMINUS CORP,CAMZ,2003-11-19 12:00:00.0,8.9900,-0.0200,-0.2200,0.0000,9.0000,5200.0000,8.9800,9.0400,0.0000,153250000.0000,144000.0000,1.5300,22.7500,0.0000,-0.8800,0.0000,9.0000,7.0000,7.0000,9.0000,10.0000,10.0000,7.0000,10.0000,6.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000
CORUS BANKSHARES INC,CORS,2003-11-19 12:00:00.0,59.3700,0.6700,1.1400,58.7000,58.5000,12300.0000,58.5000,59.7400,16.5500,833338500.0000,17559.0000,39.3000,60.0000,2.0000,3.5900,3.3900,1.0000,1.0000,3.0000,8.0000,6.0000,5.0000,10.0000,1.0000,1.0000,1.0000,1.0000,2.0000,2.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,2.0000,2.0000,3.0000,4.0000,5.0000
CHIPPAC INC,CHPC,2003-11-19 12:00:00.0,7.4000,0.3200,4.5200,7.0800,7.1800,875182.6000,7.0500,7.5200,0.0000,709470140.0000,2413568.0000,2.2200,9.5000,0.0000,-0.3900,0.0000,9.0000,2.0000,1.0000,1.0000,10.0000,5.0000,1.0000,10.0000,9.0000,10.0000,9.0000,10.0000,10.0000,10.0000,3.0000,8.0000,10.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000
RETRACTABLE TECHNOLOGIES,RVP,2003-11-19 12:00:00.0,5.9000,0.0900,1.5500,5.8100,5.9000,2300.0000,5.8100,5.9100,30.3500,124466784.0000,9718.0000,2.9000,9.5000,0.0000,0.2100,0.0000,10.0000,5.0000,2.0000,10.0000,3.0000,10.0000,10.0000,9.0000,9.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CV THERAPEUTICS INC,CVTX,2003-11-19 12:00:00.0,16.7100,0.1500,0.9300,16.5600,16.5400,195967.0000,16.5100,16.8600,0.0000,478824544.0000,1304863.0000,15.7300,41.5000,0.0000,-3.7700,0.0000,7.0000,4.0000,3.0000,3.0000,10.0000,6.0000,2.0000,5.0000,2.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,8.0000,5.0000,10.0000,10.0000,10.0000
WAYPOINT FINL CORP,WYPT,2003-11-19 12:00:00.0,21.2800,-0.0700,-0.3300,21.3500,21.2500,43000.0000,21.2300,21.4300,16.7200,705728770.0000,165636.0000,16.4300,22.0400,0.4800,1.2700,2.2600,6.0000,8.0000,8.0000,7.0000,6.0000,5.0000,6.0000,5.0000,6.0000,3.0000,4.0000,2.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,8.0000,9.0000,9.0000,10.0000,8.0000
RC2 CORP,RCRC,2003-11-19 12:00:00.0,20.0000,0.0000,0.0000,20.0000,20.0100,23306.0000,19.8600,20.5100,11.9200,342920000.0000,101000.0000,10.6800,23.8600,0.0000,1.6800,0.0000,6.0000,7.0000,7.0000,8.0000,7.0000,7.0000,7.0000,6.0000,6.0000,10.0000,3.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,8.0000,10.0000,10.0000,10.0000
WARNACO GROUP INC,WRNC,2003-11-19 12:00:00.0,13.6700,-0.7600,-5.2700,14.4300,14.3600,490955.0000,13.6400,14.5400,0.3100,615490560.0000,564418.0000,8.8000,18.2300,0.0000,26.7000,0.0000,8.0000,10.0000,10.0000,2.0000,8.0000,6.0000,3.0000,7.0000,7.0000,10.0000,1.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,10.0000,9.0000,10.0000,1.0000,10.0000
GAIAM INC,GAIA,2003-11-19 12:00:00.0,5.4100,0.1400,2.6600,5.2700,5.3000,900.0000,5.3000,5.4100,37.3600,49778704.0000,12563.5000,4.0000,11.2400,0.0000,0.1200,0.0000,10.0000,4.0000,1.0000,10.0000,2.0000,10.0000,10.0000,9.0000,9.0000,10.0000,8.0000,10.0000,10.0000,10.0000,8.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
DUPONT PHOTOMASKS IN,DPMI,2003-11-19 12:00:00.0,22.7800,0.2400,1.0600,22.5400,22.5400,27800.0000,22.3200,22.9000,0.0000,413000448.0000,380072.4700,16.4500,29.0400,0.0000,-6.8100,0.0000,5.0000,3.0000,3.0000,7.0000,10.0000,7.0000,4.0000,4.0000,5.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,7.0000,10.0000,10.0000,10.0000
GOODYS FAMILY CLOTHING,GDYS,2003-11-19 12:00:00.0,10.4600,0.3400,3.3600,10.1200,10.7000,108249.3300,10.3700,10.8400,35.9500,340941216.0000,109127.0000,3.0000,10.9900,0.0800,0.2900,0.7800,8.0000,2.0000,1.0000,5.0000,2.0000,7.0000,7.0000,9.0000,9.0000,5.0000,7.0000,4.0000,10.0000,10.0000,6.0000,10.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
COVENANT TRANS INC,CVTI,2003-11-19 12:00:00.0,19.1400,0.2900,1.5400,18.8500,18.5100,10659.0000,18.5100,19.2500,24.4200,234770624.0000,86595.0000,14.7900,21.4800,0.0000,0.7800,0.0000,6.0000,2.0000,2.0000,9.0000,3.0000,9.0000,8.0000,5.0000,6.0000,10.0000,6.0000,10.0000,9.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,8.0000,9.0000,10.0000,10.0000,10.0000
CISCO SYS INC,CSCO,2003-11-19 12:00:00.0,21.8600,0.1300,0.6100,21.7300,21.7000,18869776.0000,21.6000,22.1200,38.4700,151624794000.0000,49153932.0000,12.3300,23.1400,0.0000,0.5700,0.0000,6.0000,4.0000,4.0000,1.0000,2.0000,1.0000,1.0000,6.0000,6.0000,10.0000,6.0000,10.0000,8.0000,10.0000,10.0000,2.0000,7.0000,2.0000,2.0000,9.0000,8.0000,10.0000,10.0000,10.0000
UNITED THERAPEUTICS,UTHR,2003-11-19 12:00:00.0,18.3700,-0.0300,-0.1800,18.4000,18.4200,157798.6700,18.2500,18.4600,0.0000,390644256.0000,310272.0000,14.4000,24.9900,0.0000,-0.4400,0.0000,6.0000,7.0000,7.0000,4.0000,10.0000,7.0000,5.0000,5.0000,6.0000,10.0000,9.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
REGENT COMMUNICATION,RGCI,2003-11-19 12:00:00.0,6.0300,0.0200,0.3300,6.0100,5.9500,48500.0000,5.9100,6.1000,603.0000,280471136.0000,133822.5000,4.5000,7.1000,0.0000,0.0100,0.0000,10.0000,6.0000,5.0000,6.0000,1.0000,8.0000,7.0000,9.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,3.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
UNITED FIRE AND CAS CO,UFCS,2003-11-19 12:00:00.0,38.8900,0.1700,0.4400,38.7200,38.6600,2200.0000,38.2600,38.9000,11.1400,390379264.0000,11345.0000,28.4000,40.9000,0.7600,3.4900,1.9400,2.0000,4.0000,5.0000,10.0000,7.0000,7.0000,10.0000,2.0000,2.0000,2.0000,1.0000,3.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4.0000,5.0000,7.0000,4.0000,8.0000
PLANAR SYS INC,PLNR,2003-11-19 12:00:00.0,21.5000,-0.2500,-1.1500,21.7500,21.6500,30633.0000,21.5000,21.7800,20.6600,307429504.0000,200109.0000,10.4200,26.7500,0.0000,1.0400,0.0000,6.0000,9.0000,9.0000,7.0000,4.0000,8.0000,6.0000,6.0000,5.0000,10.0000,5.0000,10.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,8.0000,10.0000,10.0000,10.0000
CALIPER TECHNOLOGIES,CALP,2003-11-19 12:00:00.0,6.3700,-0.2300,-3.4800,6.6000,6.4000,49876.0000,6.3500,6.6000,0.0000,179431856.0000,114863.0000,2.7100,7.2000,0.0000,-1.5800,0.0000,9.0000,9.0000,10.0000,6.0000,10.0000,9.0000,7.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SOUTHWEST BANCORP INC OK,OKSB,2003-11-19 12:00:00.0,17.0600,0.1400,0.8300,16.9200,17.0200,7500.0000,16.9000,17.1000,14.5000,204299136.0000,21372.5000,11.0700,17.8300,0.2500,1.1800,1.4800,7.0000,4.0000,4.0000,9.0000,7.0000,9.0000,9.0000,6.0000,7.0000,4.0000,4.0000,3.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,9.0000
AMAZON COM INC,AMZN,2003-11-19 12:00:00.0,49.2400,0.7400,1.5200,48.5000,48.7100,8357965.5000,47.6700,49.7900,0.0000,19709280300.0000,10559318.0000,18.4300,61.1500,0.0000,-0.0800,0.0000,1.0000,1.0000,2.0000,1.0000,10.0000,1.0000,1.0000,4.0000,1.0000,10.0000,8.0000,10.0000,3.0000,6.0000,10.0000,3.0000,10.0000,6.0000,3.0000,7.0000,2.0000,10.0000,10.0000,10.0000
WOODHEAD INDS INC,WDHD,2003-11-19 12:00:00.0,15.7400,0.4400,2.8800,15.3000,15.4700,2343.0000,15.3000,15.7500,32.3700,187809888.0000,16913.5000,9.7500,17.5900,0.4000,0.4900,2.5700,7.0000,1.0000,1.0000,10.0000,2.0000,9.0000,10.0000,7.0000,7.0000,4.0000,7.0000,2.0000,9.0000,10.0000,8.0000,10.0000,7.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,7.0000
EXCHANGE NATL BANCSHARES,EXJF,2003-11-19 12:00:00.0,35.4000,0.3500,1.0000,35.0500,35.0500,200.0000,35.0500,35.4000,16.2600,147611280.0000,2600.0000,20.9700,42.7500,0.7200,2.1800,2.0400,3.0000,2.0000,3.0000,10.0000,6.0000,10.0000,10.0000,3.0000,2.0000,2.0000,2.0000,3.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,4.0000,8.0000,8.0000,8.0000
LANDSTAR SYS INC,LSTR,2003-11-19 12:00:00.0,34.1900,-0.2600,-0.7500,34.4500,34.4400,134809.0000,33.9100,34.8000,22.1100,1025045570.0000,227672.5000,24.7500,38.1000,0.0000,1.5500,0.0000,3.0000,9.0000,9.0000,4.0000,4.0000,4.0000,6.0000,2.0000,3.0000,10.0000,3.0000,10.0000,5.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,5.0000,5.0000,10.0000,10.0000,10.0000
PAYCHEX INC,PAYX,2003-11-19 12:00:00.0,37.5400,-0.0200,-0.0400,37.5600,37.3700,998361.4000,37.2600,37.9900,47.5600,14152579100.0000,2335000.0000,23.7600,40.5400,0.4800,0.7900,1.2800,2.0000,7.0000,7.0000,1.0000,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,6.0000,4.0000,5.0000,10.0000,10.0000,7.0000,6.0000,7.0000,7.0000,5.0000,5.0000,9.0000,10.0000,10.0000
VALUECLICK INC,VCLK,2003-11-19 12:00:00.0,7.9800,0.5100,6.7800,7.4700,7.6400,1084400.4000,7.6300,8.0500,88.6200,591794690.0000,1409863.5000,2.5400,11.1200,0.0000,0.0900,0.0000,9.0000,1.0000,1.0000,1.0000,1.0000,6.0000,2.0000,10.0000,9.0000,10.0000,8.0000,10.0000,10.0000,10.0000,2.0000,7.0000,5.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CITIZENS SOUTH BANKING,CSBC,2003-11-19 12:00:00.0,14.3900,-0.0100,-0.0700,14.4000,14.3000,11800.0000,14.3000,14.3900,34.9100,127026512.0000,17100.0000,9.7000,15.2500,0.2400,0.4100,1.6700,7.0000,7.0000,7.0000,8.0000,2.0000,10.0000,10.0000,7.0000,8.0000,4.0000,7.0000,3.0000,10.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,9.0000
POWERWAVE TECHNOLOGI,PWAV,2003-11-19 12:00:00.0,6.4300,-0.0100,-0.1600,6.4400,6.4100,262653.0300,6.2800,6.5300,0.0000,405900096.0000,2628272.5000,3.0500,10.9600,0.0000,-0.5400,0.0000,9.0000,7.0000,7.0000,3.0000,10.0000,7.0000,1.0000,9.0000,9.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000
METRO ONE TELECOMMUN,MTON,2003-11-19 12:00:00.0,2.2000,-0.0100,-0.4500,2.2100,2.2400,160074.3300,2.1600,2.2400,0.0000,54338536.0000,525909.0000,2.1900,7.2400,0.0000,-0.4000,0.0000,10.0000,7.0000,8.0000,4.0000,10.0000,10.0000,4.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
WORLD ACCEP CORP DEL,WRLD,2003-11-19 12:00:00.0,17.3500,-0.0200,-0.1200,17.3700,17.3000,157626.0000,16.0600,17.3500,12.6100,315281408.0000,122636.0000,6.4900,20.9900,0.0000,1.3800,0.0000,7.0000,7.0000,7.0000,4.0000,7.0000,8.0000,7.0000,8.0000,6.0000,10.0000,4.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000
WYNN RESORTS LTD,WYNN,2003-11-19 12:00:00.0,19.9700,-0.1800,-0.8900,20.1500,20.1500,177004.0000,19.7600,20.2400,0.0000,1641523330.0000,334913.5000,11.5700,22.9000,0.0000,-0.6100,0.0000,6.0000,9.0000,9.0000,4.0000,10.0000,3.0000,5.0000,6.0000,6.0000,10.0000,9.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,8.0000,10.0000,10.0000,10.0000
RAINDANCE COMM,RNDC,2003-11-19 12:00:00.0,2.5900,0.0100,0.3900,2.5800,2.6100,198953.0000,2.5500,2.7300,52.5200,138160320.0000,567636.0000,1.2000,4.1000,0.0000,0.0500,0.0000,10.0000,7.0000,5.0000,3.0000,1.0000,10.0000,3.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CHEESECAKE FACTORY I,CAKE,2003-11-19 12:00:00.0,40.6300,0.2300,0.5700,40.4000,40.3100,149230.0000,40.0300,40.9100,37.2700,2100068350.0000,587118.0000,27.2700,42.4500,0.0000,1.0100,0.0000,2.0000,3.0000,5.0000,4.0000,2.0000,3.0000,3.0000,2.0000,2.0000,10.0000,5.0000,10.0000,4.0000,10.0000,10.0000,10.0000,7.0000,9.0000,9.0000,5.0000,4.0000,10.0000,10.0000,10.0000
POLYMEDICA CORP,PLMD,2003-11-19 12:00:00.0,29.8300,-0.8300,-2.7100,30.6600,30.7000,152664.0000,29.7100,30.7000,16.9700,762338430.0000,371300.0000,12.5200,32.2100,0.6000,1.7600,1.9900,4.0000,10.0000,10.0000,4.0000,5.0000,5.0000,4.0000,6.0000,4.0000,3.0000,3.0000,3.0000,6.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,6.0000,9.0000,10.0000,8.0000
CARAUSTAR INDS INC,CSAR,2003-11-19 12:00:00.0,11.2500,0.3600,3.3100,10.8900,11.0300,77006.0000,10.8100,11.2600,0.0000,314942496.0000,82436.0000,6.2000,11.3800,0.0000,-1.1300,0.0000,8.0000,2.0000,1.0000,5.0000,10.0000,8.0000,8.0000,8.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CONCORD CAMERA CORP,LENS,2003-11-19 12:00:00.0,10.3000,0.1900,1.8800,10.1100,10.0800,145844.0000,10.0800,10.5500,68.5200,300411136.0000,555568.0000,4.9600,14.0600,0.0000,0.1500,0.0000,8.0000,3.0000,2.0000,4.0000,1.0000,8.0000,3.0000,8.0000,8.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,6.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000
OVERTURE SVCS INC,OVER,2003-11-19 12:00:00.0,28.4200,-0.5800,-2.0000,28.4200,28.2000,7721100.0000,28.1500,29.0100,37.3900,1820000000.0000,1150000.0000,10.4200,31.3000,0.0000,0.7600,0.0000,4.0000,10.0000,10.0000,1.0000,2.0000,3.0000,2.0000,6.0000,4.0000,10.0000,6.0000,10.0000,7.0000,10.0000,10.0000,3.0000,7.0000,9.0000,8.0000,9.0000,7.0000,10.0000,10.0000,10.0000
REGISTER COM INC,RCOM,2003-11-19 12:00:00.0,4.8600,0.0100,0.2100,4.8500,4.8500,25147.0000,4.8500,4.9300,162.0000,114145984.0000,179822.5000,4.0400,6.5000,0.0000,0.0300,0.0000,10.0000,7.0000,6.0000,7.0000,1.0000,10.0000,6.0000,9.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
CHRONIMED INC,CHMD,2003-11-19 12:00:00.0,8.7500,0.2500,2.9400,8.5000,8.6300,67954.0000,8.5000,8.9600,18.6100,110880000.0000,86636.0000,4.5600,12.5000,0.0000,0.4700,0.0000,9.0000,3.0000,1.0000,6.0000,5.0000,10.0000,8.0000,9.0000,9.0000,10.0000,7.0000,10.0000,10.0000,10.0000,8.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ACETO CORP,ACET,2003-11-19 12:00:00.0,18.5800,0.0800,0.4300,18.5000,18.2000,50490.0000,18.0400,18.6000,18.7700,192390048.0000,117413.5000,8.9600,22.9800,0.3600,0.9900,1.2400,6.0000,5.0000,5.0000,6.0000,5.0000,9.0000,7.0000,7.0000,6.0000,4.0000,5.0000,4.0000,9.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000
ACCREDITED HOME LENDERS,LEND,2003-11-19 12:00:00.0,28.0000,0.6300,2.3000,27.3700,27.5600,392333.0000,27.4500,28.8500,7.1600,556721340.0000,829781.5000,6.9900,30.4500,0.0000,3.9100,0.0000,4.0000,1.0000,1.0000,2.0000,8.0000,6.0000,3.0000,8.0000,4.0000,10.0000,1.0000,10.0000,7.0000,8.0000,10.0000,9.0000,10.0000,10.0000,9.0000,10.0000,7.0000,10.0000,4.0000,10.0000
IMPAC MEDICAL SYSTEMS,IMPC,2003-11-19 12:00:00.0,22.4300,-0.8500,-3.6500,23.2800,23.1700,13380.0000,22.4000,23.1700,35.9000,217798432.0000,95500.0000,15.9000,26.1100,0.0000,0.6300,0.0000,5.0000,10.0000,10.0000,8.0000,2.0000,9.0000,7.0000,5.0000,5.0000,10.0000,6.0000,10.0000,8.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
BIORELIANCE CORP,BREL,2003-11-19 12:00:00.0,41.7500,1.5000,3.7300,40.2500,40.9000,33213.0000,40.1100,41.9900,28.5000,348151072.0000,21545.0000,15.1100,41.7500,0.0000,1.4700,0.0000,2.0000,1.0000,1.0000,7.0000,3.0000,7.0000,9.0000,5.0000,2.0000,10.0000,4.0000,10.0000,4.0000,2.0000,5.0000,10.0000,8.0000,10.0000,10.0000,8.0000,5.0000,10.0000,10.0000,10.0000
HUNTINGTON BANCSHARE,HBAN,2003-11-19 12:00:00.0,21.4100,0.0900,0.4200,21.3200,21.2700,226718.0000,21.2400,21.4300,13.1100,4898772500.0000,608090.0000,17.7800,22.3000,0.7100,1.6300,3.2800,6.0000,5.0000,5.0000,3.0000,7.0000,2.0000,3.0000,4.0000,6.0000,2.0000,3.0000,2.0000,8.0000,10.0000,10.0000,9.0000,10.0000,8.0000,9.0000,7.0000,9.0000,8.0000,10.0000,6.0000
